https://github.com/vsouza/awesome-ios,42051,6714,1,48765.0,"[' ios', ' objective-c', ' swift', ' projects']"
https://github.com/Alamofire/Alamofire,38986,7372,2,23179.0,"[' Swift', ' networking', ' HTTP']"
https://github.com/iina/iina,32577,2383,3,11653.333333333334,"[' programming', ' macOS', ' video player']"
https://github.com/shadowsocks/ShadowsocksX-NG,31074,7967,4,9760.25,['\n\nNext Generation of ShadowsocksX']
https://github.com/kodecocodes/swift-algorithm-club,27436,4895,5,6466.2,"[' Swift', ' algorithms', ' data structures', ' explanations']"
https://github.com/danielgindi/Charts,26492,5744,6,5372.666666666667,"['\n\niOS', ' tvOS', ' OSX', ' crossplatform', ' MPAndroidChart']"
https://github.com/airbnb/lottie-ios,23749,3478,7,3889.5714285714284,"[' After Effects', ' iOS', ' library', ' vector', ' animation']"
https://github.com/ReactiveX/RxSwift,23171,4044,8,3401.875,"['\n\nReactive Programming', ' Swift', '']"
https://github.com/yichengchen/clashX,22922,2900,9,2869.1111111111113,[' programming']
https://github.com/vapor/vapor,22531,1392,10,2392.3,"['\nserver-side', ' Swift', ' HTTP', ' web', ' framework']"
https://github.com/SwiftyJSON/SwiftyJSON,21782,3381,11,2287.5454545454545,"['\n\nJSON', ' Swift', ' programming']"
https://github.com/HeroTransitions/Hero,21269,1718,12,1915.5833333333333,"[' iOS', ' tvOS', ' transition']"
https://github.com/onevcat/Kingfisher,20998,2379,13,1798.2307692307693,"[' Swift', ' library', ' downloading', ' caching', ' images', ' web']"
https://github.com/MonitorControl/MonitorControl,20885,651,14,1538.2857142857142,"[' brightness', ' volume', ' Mac', ' Apple Display', ' keyboard', ' shortcuts']"
https://github.com/rxhanson/Rectangle,20380,591,15,1398.0666666666666,"[' resize windows', ' move windows', ' keyboard shortcuts', ' snap areas']"
https://github.com/JohnCoates/Aerial,20371,1040,16,1338.1875,"[' programming', ' Apple TV', ' aerial screensaver', ' mac']"
https://github.com/ReactiveCocoa/ReactiveCocoa,19978,3562,17,1384.7058823529412,"[' Cocoa', ' Obj-C', ' ReactiveSwift']"
https://github.com/SnapKit/SnapKit,19156,1931,18,1171.5,"[' Swift', ' Autolayout', ' DSL']"
https://github.com/utmapp/UTM,18021,1040,19,1003.2105263157895,"[' Objective-C', ' Swift', ' macOS', ' iOS']"
https://github.com/realm/SwiftLint,17086,2074,20,958.0,"[' Swift', ' programming', ' conventions']"
https://github.com/CodeEditApp/CodeEdit,16893,798,21,842.4285714285714,"[' programming', ' code', ' editor', ' macOS', ' Elevate', ' open source', ' free']"
https://github.com/hackiftekhar/IQKeyboardManager,15979,2361,22,833.6363636363636,"[' codeless', ' drop-in', ' universal', ' library', ' UITextField', ' UITextView', ' prevention', ' keyboard', ' sliding', ' cover']"
https://github.com/ipader/SwiftGuide,15815,3626,23,845.2608695652174,"[' swift', ' programming', ' brain mapping']"
https://github.com/exelban/stats,15016,527,24,647.625,"['\n\nprogramming', ' keywords', ' macOS', ' system', ' monitor', ' menu', ' bar']"
https://github.com/Carthage/Carthage,14744,1624,25,654.72,"[' dependency manager', ' Cocoa', ' decentralized']"
https://github.com/OpenEmu/OpenEmu,14726,1251,26,614.5,"[' Retro', ' video', ' game', ' emulation', ' macOS']"
https://github.com/Moya/Moya,14421,1921,27,605.2592592592592,"[' Network Abstraction Layer', ' Swift']"
https://github.com/mxcl/PromiseKit,14036,1470,28,553.7857142857143,"[' ""Promises for Swift & ObjC.""']"
https://github.com/MengTo/Spring,14020,1824,29,546.3448275862069,"[' Swift', ' iOS', ' animations']"
https://github.com/ochococo/Design-Patterns-In-Swift,14017,1662,30,522.6333333333333,"[' Swift', ' 5.0', ' design patterns']"
https://github.com/PerfectlySoft/Perfect,13866,971,31,478.61290322580646,"[' Swift', ' Server-side', ' Mobile back-end', ' Website', ' API']"
https://github.com/ianyh/Amethyst,12435,446,32,402.53125,"[' macOS', ' xmonad', ' window manager', ' tiling']"
https://github.com/SwifterSwift/SwifterSwift,12194,1513,33,415.3636363636364,"[' Swift', ' extensions']"
https://github.com/CosmicMind/Material,11948,1287,34,389.2647058823529,"[' UI', ' UX', ' framework', ' beautiful', ' applications']"
